productkey,customerkey,promotionkey,currencykey,salesordernumber,totalproductcost,salesamount,orderdate,duedate,shipdate
371,13326,1,100,SO47126,"? 1,320.68",2181.56,04-02-2021,16-02-2021,11-02-2021
371,21258,1,6,SO47127,"? 1,320.68",2181.56,04-02-2021,16-02-2021,11-02-2021
368,21556,1,6,SO47128,"? 1,518.79",2443.35,04-02-2021,16-02-2021,11-02-2021
352,12677,1,6,SO47129,"? 1,117.86",2071.42,04-02-2021,16-02-2021,11-02-2021
375,16406,1,98,SO47130,"? 1,320.68",2181.56,05-02-2021,17-02-2021,12-02-2021
371,13243,1,100,SO47131,"? 1,320.68",2181.56,05-02-2021,17-02-2021,12-02-2021
375,13283,1,100,SO47132,"? 1,320.68",2181.56,05-02-2021,17-02-2021,12-02-2021
379,13357,1,100,SO47133,"? 1,320.68",2181.56,05-02-2021,17-02-2021,12-02-2021
354,26296,1,100,SO47134,"? 1,117.86",2071.42,05-02-2021,17-02-2021,12-02-2021
343,27027,1,19,SO47135,? 486.71,782.99,05-02-2021,17-02-2021,12-02-2021
379,21389,1,6,SO47136,"? 1,320.68",2181.56,05-02-2021,17-02-2021,12-02-2021
371,13348,1,100,SO47137,"? 1,320.68",2181.56,05-02-2021,17-02-2021,12-02-2021
379,16308,1,98,SO47138,"? 1,320.68",2181.56,06-02-2021,18-02-2021,13-02-2021
375,13238,1,100,SO47139,"? 1,320.68",2181.56,06-02-2021,18-02-2021,13-02-2021
356,26290,1,100,SO47140,"? 1,117.86",2071.42,06-02-2021,18-02-2021,13-02-2021
371,21225,1,6,SO47141,"? 1,320.68",2181.56,06-02-2021,18-02-2021,13-02-2021
369,21230,2,6,SO47142,"? 1,518.79",2443.35,06-02-2021,18-02-2021,13-02-2021
362,12684,2,6,SO47143,"? 1,105.81",2049.10,06-02-2021,18-02-2021,13-02-2021
343,26033,1,6,SO47144,? 486.71,782.99,06-02-2021,18-02-2021,13-02-2021
339,26131,1,6,SO47145,? 486.71,782.99,06-02-2021,18-02-2021,13-02-2021
389,18133,1,100,SO47146,? 605.65,1000.44,07-02-2021,19-02-2021,14-02-2021
375,13324,1,100,SO47147,"? 1,320.68",2181.56,07-02-2021,19-02-2021,14-02-2021
377,21259,1,6,SO47148,"? 1,320.68",2181.56,07-02-2021,19-02-2021,14-02-2021
360,12669,1,6,SO47149,"? 1,105.81",2049.10,07-02-2021,19-02-2021,14-02-2021
370,15625,1,100,SO47150,"? 1,518.79",2443.35,08-02-2021,20-02-2021,15-02-2021
370,25363,1,19,SO47151,"? 1,518.79",2443.35,08-02-2021,20-02-2021,15-02-2021
360,28547,1,100,SO47152,"? 1,105.81",2049.10,08-02-2021,20-02-2021,15-02-2021
321,26024,1,6,SO47153,? 486.71,782.99,08-02-2021,20-02-2021,15-02-2021
335,26133,1,6,SO47154,? 486.71,782.99,08-02-2021,20-02-2021,15-02-2021
370,13801,1,100,SO47155,"? 1,518.79",2443.35,09-02-2021,21-02-2021,16-02-2021
373,28837,1,100,SO47156,"? 1,320.68",2181.56,09-02-2021,21-02-2021,16-02-2021
369,25864,2,19,SO47157,"? 1,518.79",2443.35,09-02-2021,21-02-2021,16-02-2021
360,26280,1,100,SO47158,"? 1,105.81",2049.10,09-02-2021,21-02-2021,16-02-2021
362,26300,2,100,SO47159,"? 1,105.81",2049.10,09-02-2021,21-02-2021,16-02-2021
369,21403,2,6,SO47160,"? 1,518.79",2443.35,09-02-2021,21-02-2021,16-02-2021
375,21408,1,6,SO47161,"? 1,320.68",2181.56,09-02-2021,21-02-2021,16-02-2021
371,21418,1,6,SO47162,"? 1,320.68",2181.56,09-02-2021,21-02-2021,16-02-2021
362,12671,2,6,SO47163,"? 1,105.81",2049.10,09-02-2021,21-02-2021,16-02-2021
360,12123,1,98,SO47164,"? 1,105.81",2049.10,10-02-2021,22-02-2021,17-02-2021
370,15649,1,100,SO47165,"? 1,518.79",2443.35,10-02-2021,22-02-2021,17-02-2021
368,15656,1,100,SO47166,"? 1,518.79",2443.35,10-02-2021,22-02-2021,17-02-2021
375,13419,1,100,SO47167,"? 1,320.68",2181.56,10-02-2021,22-02-2021,17-02-2021
377,13286,1,100,SO47168,"? 1,320.68",2181.56,10-02-2021,22-02-2021,17-02-2021
352,26281,1,100,SO47169,"? 1,117.86",2071.42,10-02-2021,22-02-2021,17-02-2021
377,21228,1,6,SO47170,"? 1,320.68",2181.56,10-02-2021,22-02-2021,17-02-2021
373,21552,1,6,SO47171,"? 1,320.68",2181.56,10-02-2021,22-02-2021,17-02-2021
352,12668,1,6,SO47172,"? 1,117.86",2071.42,10-02-2021,22-02-2021,17-02-2021
356,12675,1,6,SO47173,"? 1,117.86",2071.42,10-02-2021,22-02-2021,17-02-2021
354,12584,1,6,SO47174,"? 1,117.86",2071.42,10-02-2021,22-02-2021,17-02-2021
368,13812,1,100,SO47175,"? 1,518.79",2443.35,10-02-2021,22-02-2021,17-02-2021
358,11492,1,100,SO47176,"? 1,105.81",2049.10,11-02-2021,23-02-2021,18-02-2021
381,14022,1,100,SO47177,? 605.65,1000.44,11-02-2021,23-02-2021,18-02-2021
383,14026,1,100,SO47178,? 605.65,1000.44,11-02-2021,23-02-2021,18-02-2021
377,28848,1,100,SO47179,"? 1,320.68",2181.56,11-02-2021,23-02-2021,18-02-2021
370,13287,1,100,SO47180,"? 1,518.79",2443.35,11-02-2021,23-02-2021,18-02-2021
368,13329,1,100,SO47181,"? 1,518.79",2443.35,11-02-2021,23-02-2021,18-02-2021
354,26298,1,100,SO47182,"? 1,117.86",2071.42,11-02-2021,23-02-2021,18-02-2021
335,15200,1,100,SO47183,? 486.71,782.99,11-02-2021,23-02-2021,18-02-2021
379,21380,1,6,SO47184,"? 1,320.68",2181.56,11-02-2021,23-02-2021,18-02-2021
356,12133,1,98,SO47185,"? 1,117.86",2071.42,11-02-2021,23-02-2021,18-02-2021
371,13806,1,100,SO47186,"? 1,320.68",2181.56,12-02-2021,24-02-2021,19-02-2021
385,18134,1,100,SO47187,? 605.65,1000.44,12-02-2021,24-02-2021,19-02-2021
389,19253,1,98,SO47188,? 605.65,1000.44,12-02-2021,24-02-2021,19-02-2021
373,28818,1,100,SO47189,"? 1,320.68",2181.56,12-02-2021,24-02-2021,19-02-2021
369,25892,2,19,SO47190,"? 1,518.79",2443.35,12-02-2021,24-02-2021,19-02-2021
379,13382,1,100,SO47191,"? 1,320.68",2181.56,12-02-2021,24-02-2021,19-02-2021
371,16328,1,98,SO47192,"? 1,320.68",2181.56,12-02-2021,24-02-2021,19-02-2021
329,20162,1,100,SO47193,? 486.71,782.99,12-02-2021,24-02-2021,19-02-2021
377,13269,1,100,SO47194,"? 1,320.68",2181.56,12-02-2021,24-02-2021,19-02-2021
371,13355,1,100,SO47195,"? 1,320.68",2181.56,12-02-2021,24-02-2021,19-02-2021
362,26286,2,100,SO47196,"? 1,105.81",2049.10,12-02-2021,24-02-2021,19-02-2021
377,21218,1,6,SO47197,"? 1,320.68",2181.56,12-02-2021,24-02-2021,19-02-2021
370,14169,1,100,SO47198,"? 1,518.79",2443.35,13-02-2021,25-02-2021,20-02-2021
323,20051,1,100,SO47199,? 486.71,782.99,13-02-2021,25-02-2021,20-02-2021
373,13247,1,100,SO47200,"? 1,320.68",2181.56,13-02-2021,25-02-2021,20-02-2021
356,26277,1,100,SO47201,"? 1,117.86",2071.42,13-02-2021,25-02-2021,20-02-2021
356,26285,1,100,SO47202,"? 1,117.86",2071.42,13-02-2021,25-02-2021,20-02-2021
370,25883,1,19,SO47203,"? 1,518.79",2443.35,14-02-2021,26-02-2021,21-02-2021
377,25371,1,19,SO47204,"? 1,320.68",2181.56,14-02-2021,26-02-2021,21-02-2021
352,26301,1,100,SO47205,"? 1,117.86",2071.42,14-02-2021,26-02-2021,21-02-2021
333,15256,1,100,SO47206,? 486.71,782.99,14-02-2021,26-02-2021,21-02-2021
337,27043,1,19,SO47207,? 486.71,782.99,14-02-2021,26-02-2021,21-02-2021
369,21359,2,6,SO47208,"? 1,518.79",2443.35,14-02-2021,26-02-2021,21-02-2021
370,21379,1,6,SO47209,"? 1,518.79",2443.35,14-02-2021,26-02-2021,21-02-2021
389,24609,1,6,SO47210,? 605.65,1000.44,14-02-2021,26-02-2021,21-02-2021
362,12578,2,6,SO47211,"? 1,105.81",2049.10,14-02-2021,26-02-2021,21-02-2021
360,12580,1,6,SO47212,"? 1,105.81",2049.10,14-02-2021,26-02-2021,21-02-2021
377,16287,1,98,SO47213,"? 1,320.68",2181.56,15-02-2021,27-02-2021,22-02-2021
389,19195,1,98,SO47214,? 605.65,1000.44,15-02-2021,27-02-2021,22-02-2021
368,28836,1,100,SO47215,"? 1,518.79",2443.35,15-02-2021,27-02-2021,22-02-2021
360,26299,1,100,SO47216,"? 1,105.81",2049.10,15-02-2021,27-02-2021,22-02-2021
375,21222,1,6,SO47217,"? 1,320.68",2181.56,15-02-2021,27-02-2021,22-02-2021
369,21361,2,6,SO47218,"? 1,518.79",2443.35,15-02-2021,27-02-2021,22-02-2021
362,12577,2,6,SO47219,"? 1,105.81",2049.10,15-02-2021,27-02-2021,22-02-2021
358,12579,1,6,SO47220,"? 1,105.81",2049.10,15-02-2021,27-02-2021,22-02-2021
370,13823,1,100,SO47221,"? 1,518.79",2443.35,16-02-2021,28-02-2021,23-02-2021
381,26316,1,19,SO47222,? 605.65,1000.44,16-02-2021,28-02-2021,23-02-2021
370,25875,1,19,SO47223,"? 1,518.79",2443.35,16-02-2021,28-02-2021,23-02-2021
369,15659,2,100,SO47224,"? 1,518.79",2443.35,16-02-2021,28-02-2021,23-02-2021
375,13277,1,100,SO47225,"? 1,320.68",2181.56,16-02-2021,28-02-2021,23-02-2021
368,13314,1,100,SO47226,"? 1,518.79",2443.35,16-02-2021,28-02-2021,23-02-2021
375,25288,1,19,SO47227,"? 1,320.68",2181.56,16-02-2021,28-02-2021,23-02-2021
375,13237,1,100,SO47228,"? 1,320.68",2181.56,16-02-2021,28-02-2021,23-02-2021
358,26295,1,100,SO47229,"? 1,105.81",2049.10,16-02-2021,28-02-2021,23-02-2021
371,21256,1,6,SO47230,"? 1,320.68",2181.56,16-02-2021,28-02-2021,23-02-2021
362,11564,2,100,SO47231,"? 1,105.81",2049.10,16-02-2021,28-02-2021,23-02-2021
373,15627,1,100,SO47232,"? 1,320.68",2181.56,17-02-2021,28-02-2021,24-02-2021
379,16250,1,98,SO47233,"? 1,320.68",2181.56,17-02-2021,28-02-2021,24-02-2021
389,19260,1,98,SO47234,? 605.65,1000.44,17-02-2021,28-02-2021,24-02-2021
375,16317,1,98,SO47235,"? 1,320.68",2181.56,17-02-2021,28-02-2021,24-02-2021
385,14023,1,100,SO47236,? 605.65,1000.44,17-02-2021,28-02-2021,24-02-2021
368,28834,1,100,SO47237,"? 1,518.79",2443.35,17-02-2021,28-02-2021,24-02-2021
370,16405,1,98,SO47238,"? 1,518.79",2443.35,17-02-2021,28-02-2021,24-02-2021
371,21384,1,6,SO47239,"? 1,320.68",2181.56,17-02-2021,28-02-2021,24-02-2021
381,24612,1,6,SO47240,? 605.65,1000.44,17-02-2021,28-02-2021,24-02-2021
368,21559,1,6,SO47241,"? 1,518.79",2443.35,17-02-2021,28-02-2021,24-02-2021
362,28540,2,100,SO47242,"? 1,105.81",2049.10,17-02-2021,28-02-2021,24-02-2021
339,20712,1,98,SO47243,? 486.71,782.99,17-02-2021,28-02-2021,24-02-2021
385,19193,1,98,SO47244,? 605.65,1000.44,18-02-2021,01-03-2021,25-02-2021
375,16420,1,98,SO47245,"? 1,320.68",2181.56,18-02-2021,01-03-2021,25-02-2021
343,20713,1,98,SO47246,? 486.71,782.99,18-02-2021,01-03-2021,25-02-2021
371,13292,1,100,SO47247,"? 1,320.68",2181.56,18-02-2021,01-03-2021,25-02-2021
375,13340,1,100,SO47248,"? 1,320.68",2181.56,18-02-2021,01-03-2021,25-02-2021
377,13346,1,100,SO47249,"? 1,320.68",2181.56,18-02-2021,01-03-2021,25-02-2021
379,21217,1,6,SO47250,"? 1,320.68",2181.56,18-02-2021,01-03-2021,25-02-2021
377,21226,1,6,SO47251,"? 1,320.68",2181.56,18-02-2021,01-03-2021,25-02-2021
352,12676,1,6,SO47252,"? 1,117.86",2071.42,18-02-2021,01-03-2021,25-02-2021
356,12683,1,6,SO47253,"? 1,117.86",2071.42,18-02-2021,01-03-2021,25-02-2021
333,15276,1,100,SO47254,? 486.71,782.99,19-02-2021,02-03-2021,26-02-2021
358,11561,1,100,SO47255,"? 1,105.81",2049.10,19-02-2021,02-03-2021,26-02-2021
373,16417,1,98,SO47256,"? 1,320.68",2181.56,19-02-2021,02-03-2021,26-02-2021
368,14141,1,100,SO47257,"? 1,518.79",2443.35,19-02-2021,02-03-2021,26-02-2021
377,13298,1,100,SO47258,"? 1,320.68",2181.56,19-02-2021,02-03-2021,26-02-2021
375,13351,1,100,SO47259,"? 1,320.68",2181.56,19-02-2021,02-03-2021,26-02-2021
375,13233,1,100,SO47260,"? 1,320.68",2181.56,19-02-2021,02-03-2021,26-02-2021
362,26305,2,100,SO47261,"? 1,105.81",2049.10,19-02-2021,02-03-2021,26-02-2021
379,21560,1,6,SO47262,"? 1,320.68",2181.56,19-02-2021,02-03-2021,26-02-2021
358,12589,1,6,SO47263,"? 1,105.81",2049.10,19-02-2021,02-03-2021,26-02-2021
368,16410,1,98,SO47264,"? 1,518.79",2443.35,20-02-2021,03-03-2021,27-02-2021
375,13250,1,100,SO47265,"? 1,320.68",2181.56,20-02-2021,03-03-2021,27-02-2021
377,21555,1,6,SO47266,"? 1,320.68",2181.56,20-02-2021,03-03-2021,27-02-2021
352,12674,1,6,SO47267,"? 1,117.86",2071.42,20-02-2021,03-03-2021,27-02-2021
375,21402,1,6,SO47268,"? 1,320.68",2181.56,20-02-2021,03-03-2021,27-02-2021
362,28512,2,100,SO47269,"? 1,105.81",2049.10,21-02-2021,04-03-2021,28-02-2021
360,28519,1,100,SO47270,"? 1,105.81",2049.10,21-02-2021,04-03-2021,28-02-2021
381,18140,1,100,SO47271,? 605.65,1000.44,21-02-2021,04-03-2021,28-02-2021
371,29013,1,100,SO47272,"? 1,320.68",2181.56,21-02-2021,04-03-2021,28-02-2021
368,13420,1,100,SO47273,"? 1,518.79",2443.35,21-02-2021,04-03-2021,28-02-2021
370,16407,1,98,SO47274,"? 1,518.79",2443.35,21-02-2021,04-03-2021,28-02-2021
339,19076,1,100,SO47275,? 486.71,782.99,21-02-2021,04-03-2021,28-02-2021
343,15289,1,100,SO47276,? 486.71,782.99,21-02-2021,04-03-2021,28-02-2021
371,21219,1,6,SO47277,"? 1,320.68",2181.56,21-02-2021,04-03-2021,28-02-2021
379,21404,1,6,SO47278,"? 1,320.68",2181.56,21-02-2021,04-03-2021,28-02-2021
362,12680,2,6,SO47279,"? 1,105.81",2049.10,21-02-2021,04-03-2021,28-02-2021
352,11615,1,98,SO47280,"? 1,117.86",2071.42,22-02-2021,05-03-2021,28-02-2021
389,17099,1,100,SO47281,? 605.65,1000.44,22-02-2021,05-03-2021,28-02-2021
381,19258,1,98,SO47282,? 605.65,1000.44,22-02-2021,05-03-2021,28-02-2021
373,15655,1,100,SO47283,"? 1,320.68",2181.56,22-02-2021,05-03-2021,28-02-2021
368,13402,1,100,SO47284,"? 1,518.79",2443.35,22-02-2021,05-03-2021,28-02-2021
373,29135,1,100,SO47285,"? 1,320.68",2181.56,22-02-2021,05-03-2021,28-02-2021
329,19944,1,100,SO47286,? 486.71,782.99,22-02-2021,05-03-2021,28-02-2021
375,13280,1,100,SO47287,"? 1,320.68",2181.56,22-02-2021,05-03-2021,28-02-2021
373,13353,1,100,SO47288,"? 1,320.68",2181.56,22-02-2021,05-03-2021,28-02-2021
360,26297,1,100,SO47289,"? 1,105.81",2049.10,22-02-2021,05-03-2021,28-02-2021
368,21558,1,6,SO47290,"? 1,518.79",2443.35,22-02-2021,05-03-2021,28-02-2021
371,16318,1,98,SO47291,"? 1,320.68",2181.56,23-02-2021,06-03-2021,01-03-2021
379,13811,1,100,SO47292,"? 1,320.68",2181.56,23-02-2021,06-03-2021,01-03-2021
385,19192,1,98,SO47293,? 605.65,1000.44,23-02-2021,06-03-2021,01-03-2021
383,18139,1,100,SO47294,? 605.65,1000.44,23-02-2021,06-03-2021,01-03-2021
387,14005,1,100,SO47295,? 605.65,1000.44,23-02-2021,06-03-2021,01-03-2021
385,14024,1,100,SO47296,? 605.65,1000.44,23-02-2021,06-03-2021,01-03-2021
377,13385,1,100,SO47297,"? 1,320.68",2181.56,23-02-2021,06-03-2021,01-03-2021
371,13403,1,100,SO47298,"? 1,320.68",2181.56,23-02-2021,06-03-2021,01-03-2021
369,13425,2,100,SO47299,"? 1,518.79",2443.35,23-02-2021,06-03-2021,01-03-2021
337,20717,1,98,SO47300,? 486.71,782.99,23-02-2021,06-03-2021,01-03-2021
358,26292,1,100,SO47301,"? 1,105.81",2049.10,23-02-2021,06-03-2021,01-03-2021
360,12670,1,6,SO47302,"? 1,105.81",2049.10,23-02-2021,06-03-2021,01-03-2021
323,26029,1,6,SO47303,? 486.71,782.99,23-02-2021,06-03-2021,01-03-2021
379,16272,1,98,SO47304,"? 1,320.68",2181.56,24-02-2021,07-03-2021,02-03-2021
369,25393,2,19,SO47305,"? 1,518.79",2443.35,24-02-2021,07-03-2021,02-03-2021
369,28798,2,100,SO47306,"? 1,518.79",2443.35,24-02-2021,07-03-2021,02-03-2021
335,20711,1,98,SO47307,? 486.71,782.99,24-02-2021,07-03-2021,02-03-2021
327,20718,1,98,SO47308,? 486.71,782.99,24-02-2021,07-03-2021,02-03-2021
377,13316,1,100,SO47309,"? 1,320.68",2181.56,24-02-2021,07-03-2021,02-03-2021
354,26303,1,100,SO47310,"? 1,117.86",2071.42,24-02-2021,07-03-2021,02-03-2021
333,15252,1,100,SO47311,? 486.71,782.99,24-02-2021,07-03-2021,02-03-2021
333,15280,1,100,SO47312,? 486.71,782.99,24-02-2021,07-03-2021,02-03-2021
373,21231,1,6,SO47313,"? 1,320.68",2181.56,24-02-2021,07-03-2021,02-03-2021
362,12673,2,6,SO47314,"? 1,105.81",2049.10,24-02-2021,07-03-2021,02-03-2021
379,13840,1,100,SO47315,"? 1,320.68",2181.56,25-02-2021,08-03-2021,03-03-2021
369,13361,2,100,SO47316,"? 1,518.79",2443.35,25-02-2021,08-03-2021,03-03-2021
379,14154,1,100,SO47317,"? 1,320.68",2181.56,25-02-2021,08-03-2021,03-03-2021
375,13273,1,100,SO47318,"? 1,320.68",2181.56,25-02-2021,08-03-2021,03-03-2021
370,13299,1,100,SO47319,"? 1,518.79",2443.35,25-02-2021,08-03-2021,03-03-2021
377,13315,1,100,SO47320,"? 1,320.68",2181.56,25-02-2021,08-03-2021,03-03-2021
373,13354,1,100,SO47321,"? 1,320.68",2181.56,25-02-2021,08-03-2021,03-03-2021
343,15287,1,100,SO47322,? 486.71,782.99,25-02-2021,08-03-2021,03-03-2021
362,28529,2,100,SO47323,"? 1,105.81",2049.10,26-02-2021,09-03-2021,04-03-2021
377,13400,1,100,SO47324,"? 1,320.68",2181.56,26-02-2021,09-03-2021,04-03-2021
373,13278,1,100,SO47325,"? 1,320.68",2181.56,26-02-2021,09-03-2021,04-03-2021
379,13288,1,100,SO47326,"? 1,320.68",2181.56,26-02-2021,09-03-2021,04-03-2021
377,13304,1,100,SO47327,"? 1,320.68",2181.56,26-02-2021,09-03-2021,04-03-2021
360,12681,1,6,SO47328,"? 1,105.81",2049.10,26-02-2021,09-03-2021,04-03-2021
379,13367,1,100,SO47329,"? 1,320.68",2181.56,27-02-2021,10-03-2021,05-03-2021
369,16324,2,98,SO47330,"? 1,518.79",2443.35,27-02-2021,10-03-2021,05-03-2021
333,20807,1,98,SO47331,? 486.71,782.99,27-02-2021,10-03-2021,05-03-2021
356,20350,1,19,SO47332,"? 1,117.86",2071.42,27-02-2021,10-03-2021,05-03-2021
368,21229,1,6,SO47333,"? 1,518.79",2443.35,27-02-2021,10-03-2021,05-03-2021
369,21557,2,6,SO47334,"? 1,518.79",2443.35,27-02-2021,10-03-2021,05-03-2021
356,12581,1,6,SO47335,"? 1,117.86",2071.42,27-02-2021,10-03-2021,05-03-2021
339,26027,1,6,SO47336,? 486.71,782.99,27-02-2021,10-03-2021,05-03-2021
354,28520,1,100,SO47337,"? 1,117.86",2071.42,28-02-2021,11-03-2021,06-03-2021
373,16277,1,98,SO47338,"? 1,320.68",2181.56,28-02-2021,11-03-2021,06-03-2021
371,15626,1,100,SO47339,"? 1,320.68",2181.56,28-02-2021,11-03-2021,06-03-2021
369,13401,2,100,SO47340,"? 1,518.79",2443.35,28-02-2021,11-03-2021,06-03-2021
368,25104,1,19,SO47341,"? 1,518.79",2443.35,28-02-2021,11-03-2021,06-03-2021
360,26304,1,100,SO47342,"? 1,105.81",2049.10,28-02-2021,11-03-2021,06-03-2021
379,21553,1,6,SO47343,"? 1,320.68",2181.56,28-02-2021,11-03-2021,06-03-2021
354,12686,1,6,SO47344,"? 1,117.86",2071.42,28-02-2021,11-03-2021,06-03-2021
356,12583,1,6,SO47345,"? 1,117.86",2071.42,28-02-2021,11-03-2021,06-03-2021
360,12585,1,6,SO47346,"? 1,105.81",2049.10,28-02-2021,11-03-2021,06-03-2021
321,26025,1,6,SO47347,? 486.71,782.99,28-02-2021,11-03-2021,06-03-2021
331,26028,1,6,SO47348,? 486.71,782.99,28-02-2021,11-03-2021,06-03-2021
321,19255,1,100,SO47460,? 486.71,782.99,28-02-2021,12-03-2021,07-03-2021
356,26320,1,100,SO47461,"? 1,117.86",2071.42,28-02-2021,12-03-2021,07-03-2021
375,15926,1,100,SO47462,"? 1,320.68",2181.56,01-03-2021,13-03-2021,08-03-2021
373,14203,1,100,SO47463,"? 1,320.68",2181.56,01-03-2021,13-03-2021,08-03-2021
370,16461,1,98,SO47464,"? 1,518.79",2443.35,01-03-2021,13-03-2021,08-03-2021
341,15303,1,100,SO47465,? 486.71,782.99,01-03-2021,13-03-2021,08-03-2021
381,24887,1,6,SO47466,? 605.65,1000.44,01-03-2021,13-03-2021,08-03-2021
371,13446,1,100,SO47467,"? 1,320.68",2181.56,01-03-2021,13-03-2021,08-03-2021
329,26152,1,6,SO47468,? 486.71,782.99,01-03-2021,13-03-2021,08-03-2021
383,19301,1,98,SO47469,? 605.65,1000.44,02-03-2021,14-03-2021,09-03-2021
358,28685,1,100,SO47470,"? 1,105.81",2049.10,02-03-2021,14-03-2021,09-03-2021
370,14539,1,100,SO47471,"? 1,518.79",2443.35,02-03-2021,14-03-2021,09-03-2021
379,13438,1,100,SO47472,"? 1,320.68",2181.56,02-03-2021,14-03-2021,09-03-2021
369,21875,2,6,SO47473,"? 1,518.79",2443.35,02-03-2021,14-03-2021,09-03-2021
379,21893,1,6,SO47474,"? 1,320.68",2181.56,02-03-2021,14-03-2021,09-03-2021
369,21945,2,6,SO47475,"? 1,518.79",2443.35,02-03-2021,14-03-2021,09-03-2021
352,12693,1,6,SO47476,"? 1,117.86",2071.42,02-03-2021,14-03-2021,09-03-2021
352,28560,1,100,SO47477,"? 1,117.86",2071.42,03-03-2021,15-03-2021,10-03-2021
325,20811,1,98,SO47478,? 486.71,782.99,03-03-2021,15-03-2021,10-03-2021
331,20832,1,98,SO47479,? 486.71,782.99,03-03-2021,15-03-2021,10-03-2021
371,21568,1,6,SO47480,"? 1,320.68",2181.56,03-03-2021,15-03-2021,10-03-2021
373,21899,1,6,SO47481,"? 1,320.68",2181.56,03-03-2021,15-03-2021,10-03-2021
370,21948,1,6,SO47482,"? 1,518.79",2443.35,03-03-2021,15-03-2021,10-03-2021
379,14424,1,100,SO47483,"? 1,320.68",2181.56,04-03-2021,16-03-2021,11-03-2021
371,16452,1,98,SO47484,"? 1,320.68",2181.56,04-03-2021,16-03-2021,11-03-2021
371,14524,1,100,SO47485,"? 1,320.68",2181.56,04-03-2021,16-03-2021,11-03-2021
377,14538,1,100,SO47486,"? 1,320.68",2181.56,04-03-2021,16-03-2021,11-03-2021
377,16427,1,98,SO47487,"? 1,320.68",2181.56,05-03-2021,17-03-2021,12-03-2021
379,13426,1,100,SO47488,"? 1,320.68",2181.56,05-03-2021,17-03-2021,12-03-2021
368,21888,1,6,SO47489,"? 1,518.79",2443.35,05-03-2021,17-03-2021,12-03-2021
371,21895,1,6,SO47490,"? 1,320.68",2181.56,05-03-2021,17-03-2021,12-03-2021
369,15932,2,100,SO47491,"? 1,518.79",2443.35,06-03-2021,18-03-2021,13-03-2021
335,19181,1,100,SO47492,? 486.71,782.99,06-03-2021,18-03-2021,13-03-2021
358,28569,1,100,SO47493,"? 1,105.81",2049.10,07-03-2021,19-03-2021,14-03-2021
373,15927,1,100,SO47494,"? 1,320.68",2181.56,07-03-2021,19-03-2021,14-03-2021
368,16196,1,100,SO47495,"? 1,518.79",2443.35,07-03-2021,19-03-2021,14-03-2021
371,16470,1,98,SO47496,"? 1,320.68",2181.56,07-03-2021,19-03-2021,14-03-2021
370,14170,1,100,SO47497,"? 1,518.79",2443.35,07-03-2021,19-03-2021,14-03-2021
325,27071,1,19,SO47498,? 486.71,782.99,07-03-2021,19-03-2021,14-03-2021
377,21572,1,6,SO47499,"? 1,320.68",2181.56,07-03-2021,19-03-2021,14-03-2021
369,21951,2,6,SO47500,"? 1,518.79",2443.35,07-03-2021,19-03-2021,14-03-2021
360,12214,1,98,SO47501,"? 1,105.81",2049.10,07-03-2021,19-03-2021,14-03-2021
383,19278,1,98,SO47502,? 605.65,1000.44,08-03-2021,20-03-2021,15-03-2021
383,19299,1,98,SO47503,? 605.65,1000.44,08-03-2021,20-03-2021,15-03-2021
360,11605,1,100,SO47504,"? 1,105.81",2049.10,08-03-2021,20-03-2021,15-03-2021
352,26307,1,100,SO47505,"? 1,117.86",2071.42,08-03-2021,20-03-2021,15-03-2021
354,26324,1,100,SO47506,"? 1,117.86",2071.42,08-03-2021,20-03-2021,15-03-2021
333,15311,1,100,SO47507,? 486.71,782.99,08-03-2021,20-03-2021,15-03-2021
370,21892,1,6,SO47508,"? 1,518.79",2443.35,08-03-2021,20-03-2021,15-03-2021
368,21957,1,6,SO47509,"? 1,518.79",2443.35,08-03-2021,20-03-2021,15-03-2021
352,12688,1,6,SO47510,"? 1,117.86",2071.42,08-03-2021,20-03-2021,15-03-2021
375,14200,1,100,SO47511,"? 1,320.68",2181.56,09-03-2021,21-03-2021,16-03-2021
373,16446,1,98,SO47512,"? 1,320.68",2181.56,09-03-2021,21-03-2021,16-03-2021
368,15675,1,100,SO47513,"? 1,518.79",2443.35,09-03-2021,21-03-2021,16-03-2021
377,15684,1,100,SO47514,"? 1,320.68",2181.56,09-03-2021,21-03-2021,16-03-2021
354,26308,1,100,SO47515,"? 1,117.86",2071.42,09-03-2021,21-03-2021,16-03-2021
362,26309,2,100,SO47516,"? 1,105.81",2049.10,09-03-2021,21-03-2021,16-03-2021
343,15308,1,100,SO47517,? 486.71,782.99,09-03-2021,21-03-2021,16-03-2021
373,21946,1,6,SO47518,"? 1,320.68",2181.56,09-03-2021,21-03-2021,16-03-2021
337,26153,1,6,SO47519,? 486.71,782.99,09-03-2021,21-03-2021,16-03-2021
389,19263,1,98,SO47520,? 605.65,1000.44,10-03-2021,22-03-2021,17-03-2021
369,16445,2,98,SO47521,"? 1,518.79",2443.35,10-03-2021,22-03-2021,17-03-2021
387,14089,1,100,SO47522,? 605.65,1000.44,10-03-2021,22-03-2021,17-03-2021
371,13443,1,100,SO47523,"? 1,320.68",2181.56,10-03-2021,22-03-2021,17-03-2021
370,21567,1,6,SO47524,"? 1,518.79",2443.35,10-03-2021,22-03-2021,17-03-2021
379,21889,1,6,SO47525,"? 1,320.68",2181.56,10-03-2021,22-03-2021,17-03-2021
